"22b6a740-5671-4a94-9798-cc8b4dd56e38","2018-07-21T11:31:03.363Z","Oppo smartphones coming to the UK: can it take on Apple and Samsung?","https://www.which.co.uk/news/2018/07/oppo-smartphones-coming-to-the-uk-can-it-take-on-apple-and-samsung/","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Verbs_Love#Practice Areas#Verbs_Up#Verbs_Satisfy#Noun_Down#Adj_Good#Company#Corporate Topics#Region#Tech Topic",,"positive"
"2d07a495-3ef6-4573-89f1-05561de4d617","2018-07-21T11:27:36.049Z","Silicon Beach Report July 20: Wemo Links with Apple Homekit","http://labusinessjournal.com/news/2018/jul/20/silicon-beach-report-july-20-wemo-links-apple-home/","Investment Topics#Country#Noun_Up#Industry Sector#Adj_Good#Company#Region#Verbs_Up#Adj_Down#Financial Services Topic",,"negative"
"b35fc3ae-94dd-4450-a365-f2bdcd29f1ae","2018-07-21T01:08:17.648Z","Apple Pay 'eviction' ad is P2P's foot in the door for bigger payments","https://www.paymentssource.com/news/apple-pay-eviction-ad-is-p2ps-foot-in-the-door-for-bigger-payments?feed=00000157-2a59-dceb-aff7-bf7b8c720000","Investment Topics#Country#Adj_Up#Noun_Up#Industry Sector#Verbs_Satisfy#Adj_Bad#Verbs_Love#Adj_Good#Company#Region#Verbs_Up#Financial Services Topic",,"positive"
"4c580092-6edf-4195-a88c-4a1f7541f50b","2018-07-20T12:03:38.194Z","Apple Watch and Fitbit could see price rise in US tariff standoff","https://in.news.yahoo.com/apple-watch-fitbit-could-see-104040725.html","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Congress#Verbs_Down#Verbs_Up#Noun_Down#Adj_Good#Company#Corporate Topics#Region#Tech Topic",,"negative"
"709d5679-b158-4e6b-b444-1cd169e67ef0","2018-07-20T02:55:55.857Z","Apple supplier TSMC jumps after smartphone outlook lifts","https://www.ft.com/content/35dd9ef4-8bc5-11e8-bf9e-8771d5404543","Investment Topics#Country#Industry Sector#Company#Region#Tech Topics#Verbs_U",,"positive"
"faf5726a-85ba-40ef-be6d-6a29ff526853","2018-07-19T15:38:56.076Z","Amazon is hot on Apple’s trail in the race to $1 trillion","https://www.cnbc.com/2018/07/19/amazon-is-hot-on-apples-trail-in-the-race-to-1-trillion.html","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Adj_Good#Company#Corporate Topics#Region#Verbs_U",,"positive"
"42c16506-0785-4172-b51c-2331d9cd3f96","2018-07-19T09:41:04.613Z","iPhone rumours: What we know so far about Apple's new handsets","https://in.news.yahoo.com/iphone-rumours-know-far-apple-092111839.html","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Adj_Bad#Verbs_Love#Verbs_Down#Verbs_Up#Noun_Down#Adj_Good#Company#Corporate Topics#State#Region#Tech Topics#Adj_Dow",,"negative"
"b669a1d3-c97d-4d34-bc35-a548c7ac8663","2018-07-18T21:25:40.004Z","Apple Can’t Handle the Heat: Severe Core i9 Throttling Found on New MacBook Pros","https://www.extremetech.com/computing/273734-apple-cant-handle-the-heat-severe-core-i9-throttling-found-on-new-macbook-pros","Investment Topics#Adj_Up#Country#Industry Sector#Adj_Bad#Noun_Down#Verbs_Love#Adj_Good#Company#Verbs_Down#Region#Tech Topics#Adj_Dow",,"negative"
"8e949b59-13b6-48b6-8acc-c103994d8a10","2018-07-17T17:34:58.026Z","Consumer, Tech Stocks Boost Nasdaq; 3 Reasons Why Apple Could Rise Another 25%","https://www.investors.com/market-trend/stock-market-today/consumer-tech-stocks-boost-nasdaq-why-apple-could-rise/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+StockMarketTodayRss+%28Investor%27s+Business+Daily+-+Stock+Market+Today+RSS%29","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Adj_Bad#Verbs_Love#Verbs_Down#Verbs_Up#Noun_Down#Adj_Good#Company#Corporate Topics#Region#Adj_Dow",,"negative"
"a817cf3a-b8b9-4ac8-80ed-a403ba58f78a","2018-07-17T13:30:20.411Z","Apple sold less than a million iPhones in first half of 2018 in...","https://www.digit.in/mobile-phones/apple-sold-less-than-a-million-iphones-in-first-half-of-2018-in-india-report-42261.html","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Executives (new)#Adj_Bad#Verbs_Down#Verbs_Up#Financial Services Topics#Noun_Down#Adj_Good#Company#Corporate Topics#Region#Tech Topics#Adj_Dow",,"negative"
